"ExcelRow","TipoActivo","Condicion","Antiguedad","Ubicacion","AlturaLibre","AlturaPuerta","Parqueadero","IndiceParqueaderos","AreaVendible","ViasAcceso","CertificacionSostenibilidad","Subarriendo","ExcelComercializacion","ExcelRestitucion","ExcelNormativo","ExcelAmbiental","ExcelGeneral","ExcelLeasingFinanciero","ExcelPlanFlexible","ReglasDRLAplicadas","DeltaRiesgo","ClasificacionDerivada","RequiereRevisionManual","AccionDerivada"
"67","BODEGA","USADO","MENOR_5","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"68","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","21","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"69","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","31","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"70","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"71","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"72","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"73","BODEGA","USADO","MENOR_5","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","4","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"74","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","16","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"75","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","26","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"76","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"77","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"78","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","33","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"79","BODEGA","USADO","MENOR_5","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"80","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","31","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"81","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Critical Not Favorable Combination | Bodega Matrix Final Classification Not Favorable","86","NO_FAVORABLE","true","MANUAL_REVIEW_OR_REJECT"
"82","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"83","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"84","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"85","BODEGA","USADO","MENOR_5","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-14","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"86","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Combination Requires Specialist | Bodega Matrix Final Classification Favorable","8","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"87","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","8","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"88","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"89","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Combination Requires Specialist | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"90","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"91","BODEGA","USADO","MENOR_5","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"92","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"93","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"94","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"95","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"96","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_PRINCIPAL","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Principal | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
