"ExcelRow","TipoActivo","Condicion","Antiguedad","Ubicacion","AlturaLibre","AlturaPuerta","Parqueadero","IndiceParqueaderos","AreaVendible","ViasAcceso","CertificacionSostenibilidad","Subarriendo","ExcelComercializacion","ExcelRestitucion","ExcelNormativo","ExcelAmbiental","ExcelGeneral","ExcelLeasingFinanciero","ExcelPlanFlexible","ReglasDRLAplicadas","DeltaRiesgo","ClasificacionDerivada","RequiereRevisionManual","AccionDerivada"
"1338","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","MENOR_7","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","47","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1339","BODEGA","USADO","MENOR_5","OTRA_UBICACION","MENOR_7","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","33","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1340","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","MENOR_7","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","45","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1341","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","MENOR_7","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Critical Not Favorable Combination | Bodega Matrix Final Classification Not Favorable","100","NO_FAVORABLE","true","MANUAL_REVIEW_OR_REJECT"
"1342","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1343","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1344","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1345","BODEGA","USADO","MENOR_5","ZONA_FRANCA","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","0","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1346","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","12","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1347","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","22","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1348","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1349","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1350","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Medium Legacy Combination | Bodega Matrix Final Classification Medium","41","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1351","BODEGA","USADO","MENOR_5","OTRA_UBICACION","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1352","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1353","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","37","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1354","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1355","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1356","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1357","BODEGA","USADO","MENOR_5","ZONA_FRANCA","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-2","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1358","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","10","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1359","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","20","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1360","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1361","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1362","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1363","BODEGA","USADO","MENOR_5","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1364","BODEGA","USADO","ENTRE_5_20","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","25","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1365","BODEGA","USADO","MAYOR_20","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","35","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1366","BODEGA","USADO","MENOR_5","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1367","BODEGA","USADO","ENTRE_5_20","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1368","BODEGA","USADO","MAYOR_20","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1369","BODEGA","USADO","MENOR_5","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","8","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1370","BODEGA","USADO","ENTRE_5_20","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","20","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1371","BODEGA","USADO","MAYOR_20","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","30","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1372","BODEGA","USADO","MENOR_5","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"1373","BODEGA","USADO","ENTRE_5_20","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Entre 5 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","27","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1374","BODEGA","USADO","MAYOR_20","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Mayor 20 | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","37","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"1375","BODEGA","USADO","MENOR_5","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","MENOR_500","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition Used | Bodega Matrix - Age Menor 5 | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Menor 500 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Medium","23","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
